Book_Name;book_id;guten_genre;Author_Name
Prince Charlie;pg40611.epub;Literary;Delannoy| Burford
The Hypocrite;pg40651.epub;Literary;Thorne| Guy
The White Virgin;pg40672.epub;Literary;Fenn| George Manville
The Tiger Lily;pg40673.epub;Literary;Fenn| George Manville
Sawn Off: A Tale of a Family Tree;pg40674.epub;Literary;Fenn| George Manville
Gretchen: A Novel;pg40702.epub;Literary;Holmes| Mary Jane
Fighting Byng: A Novel of Mystery- Intrigue and Adventure;pg40821.epub;Detective and Mystery;Stone| A.
The Adventures of Peregrine Pickle;pg4084.epub;Literary;Smollett| T.
Meg- of Valencia;pg40926.epub;Literary;Jarrell| Myra Williams
The Day of Temptation;pg40998.epub;Literary;Queux| William Le
Stolen Souls;pg40999.epub;Literary;Queux| William Le
The Sign of the Stranger;pg41089.epub;Detective and Mystery;Queux| William Le
Rayton: A Backwoods Mystery;pg41122.epub;Literary;Roberts| Theodore Goodridge
Jenifer's Prayer;pg41191.epub;Literary;Crane| Oliver
The Eve of All-Hallows- Adelaide of Tyrconnel- v. 1 of 3;pg41212.epub;Literary;Hartstonge| Matthew Weld
Ten Thousand a-Year. Volume 3.;pg41247.epub;Literary;Warren| Samuel
The Arm-Chair at the Inn;pg41284.epub;Literary;Smith| Francis Hopkinson
My Danish Sweetheart: A Novel. Volume 1 of 3;pg41313.epub;Sea and Adventure;Russell| William Clark
My Danish Sweetheart: A Novel. Volume 2 of 3;pg41314.epub;Sea and Adventure;Russell| William Clark
My Danish Sweetheart: A Novel. Volume 3 of 3;pg41315.epub;Sea and Adventure;Russell| William Clark
Mrs. Dorriman: A Novel. Volume 1 of 3;pg41329.epub;Literary;Chetwynd| Mrs. Henry Wayland
Mrs. Dorriman: A Novel. Volume 2 of 3;pg41330.epub;Literary;Chetwynd| Mrs. Henry Wayland
Mrs. Dorriman: A Novel. Volume 3 of 3;pg41331.epub;Literary;Chetwynd| Mrs. Henry Wayland
Ten Thousand a-Year. Volume 2.;pg41332.epub;Literary;Warren| Samuel
Mount Royal: A Novel. Volume 1 of 3;pg41339.epub;Literary;Braddon| M. E.
Mount Royal: A Novel. Volume 2 of 3;pg41340.epub;Literary;Braddon| M. E.
Mount Royal: A Novel. Volume 3 of 3;pg41341.epub;Literary;Braddon| M. E.
Mohawks: A Novel. Volume 1 of 3;pg41374.epub;Literary;Braddon| M. E.
Mohawks: A Novel. Volume 2 of 3;pg41375.epub;Literary;Braddon| M. E.
Mohawks: A Novel. Volume 3 of 3;pg41376.epub;Literary;Braddon| M. E.
The Broken Thread;pg41459.epub;Detective and Mystery;Queux| William Le
The Yazoo Mystery: A Novel;pg41483.epub;Literary;Craddock| Irving
The Decadent: Being the Gospel of Inaction - Wherein Are Set Forth in Romance Form Certain Reflections Touching the Curious Characteristics of These Ultimate Years- and the Divers Causes Thereof;pg41490.epub;Literary;Cram| Ralph Adams
The House Opposite: A Mystery;pg41525.epub;Detective and Mystery;Kent| Elizabeth
Rose Clark;pg41542.epub;Literary;Fern| Fanny
Mabel: A Novel. Vol. 1 (of 3);pg41564.epub;Literary;Newby| Mrs. C. J.
A Fortnight of Folly;pg41660.epub;Literary;Conway| Hugh| Thompson| Maurice
A Changed Heart: A Novel;pg41672.epub;Literary;Fleming| May Agnes
Albrecht;pg41764.epub;Literary;Bates| Arlo
Quintus Oakes: A Detective Story;pg41790.epub;Detective and Mystery;Jackson| Charles Ross
The Last Miracle;pg41794.epub;Literary;Shiel| M. P.
John Marvel- Assistant;pg41817.epub;Literary;Page| Thomas Nelson
The Golden Bough;pg41844.epub;Literary;Gibbs| George
The Terms of Surrender;pg41859.epub;Literary;Tracy| Louis
Ragna;pg41863.epub;Literary;Costantini| Anna Miller
A Fair Mystery: The Story of a Coquette;pg41932.epub;Literary;Brame| Charlotte M.
The Debatable Land: A Novel;pg41963.epub;Literary;Colton| Arthur
The Barrel Mystery;pg42010.epub;Detective and Mystery;Flynn| William J.
The Eve of All-Hallows- Adelaide of Tyrconnel- v. 2 of 3;pg42095.epub;Literary;Hartstonge| Matthew Weld
The Trail-Hunter: A Tale of the Far West;pg42115.epub;Western Stories;Aimard| Gustave
The Pirates of the Prairies: Adventures in the American Desert;pg42117.epub;Western Stories;Aimard| Gustave
The World Before Them: A Novel. Volume 2 (of 3);pg42145.epub;Literary;Moodie| Susanna
The World Before Them: A Novel. Volume 1 (of 3);pg42165.epub;Literary;Moodie| Susanna
The World Before Them: A Novel. Volume 3 (of 3);pg42174.epub;Literary;Moodie| Susanna
The Shadow of a Sin;pg42320.epub;Literary;Brame| Charlotte M.
Justin Wingate- Ranchman;pg42423.epub;Western Stories;Whitson| John Harvey
Barbara Rebell;pg42462.epub;Literary;Lowndes| Marie Belloc
Lady Eureka- The Mystery: A Prophecy of the Future. Volume 1;pg42491.epub;Literary;Williams| Robert Folkestone
Lady Eureka- The Mystery: A Prophecy of the Future. Volume 2;pg42492.epub;Literary;Williams| Robert Folkestone
Lady Eureka- The Mystery: A Prophecy of the Future. Volume 3;pg42493.epub;Literary;Williams| Robert Folkestone
Miracle Gold: A Novel (Vol. 2 of 3);pg42496.epub;Literary;Dowling| Richard
Miracle Gold: A Novel (Vol. 1 of 3);pg42498.epub;Literary;Dowling| Richard
Miracle Gold: A Novel (Vol. 3 of 3);pg42499.epub;Literary;Dowling| Richard
Blackthorn Farm;pg42519.epub;Literary;Applin| Arthur
Narcissus;pg42533.epub;Literary;Scott| Evelyn
The Narrow House;pg42534.epub;Literary;Scott| Evelyn
Yonder;pg42536.epub;Literary;Young| E. H.
The Deacon: An Original Comedy Drama in Five Acts;pg42581.epub;Literary;Dale| Horace C.
Tales and Fantasies;pg426.epub;Literary;Stevenson| Robert Louis
The Luminous Face;pg42714.epub;Detective and Mystery;Wells| Carolyn
Tempest-Driven: A Romance (Vol. 1 of 3);pg42750.epub;Literary;Dowling| Richard
Tempest-Driven: A Romance (Vol. 2 of 3);pg42751.epub;Literary;Dowling| Richard
Tempest-Driven: A Romance (Vol. 3 of 3);pg42752.epub;Literary;Dowling| Richard
Swords Reluctant;pg42763.epub;Literary;Pemberton| Max
It Pays to Smile;pg42772.epub;Literary;Putnam| Nina Wilcox
The Mystery of the Clasped Hands: A Novel;pg42807.epub;Detective and Mystery;Boothby| Guy
Great Porter Square: A Mystery. v. 1;pg42905.epub;Detective and Mystery;Farjeon| B. L.
Great Porter Square: A Mystery. v. 2;pg42906.epub;Detective and Mystery;Farjeon| B. L.
Great Porter Square: A Mystery. v. 3;pg42907.epub;Detective and Mystery;Farjeon| B. L.
The Last of Their Race;pg42926.epub;Literary;Swan| Annie S.
Guy Kenmore's Wife- and The Rose and the Lily;pg43037.epub;Literary;Miller| Mrs. Alex. McVeigh
Devota;pg43080.epub;Literary;Evans| Augusta J.
Hugh Crichton's Romance;pg43162.epub;Literary;Coleridge| Christabel R.
Blade-O'-Grass. Golden Grain. and Bread and Cheese and Kisses.;pg43190.epub;Christmas Stories;Farjeon| B. L.
Mrs. Severn: A Novel- Vol. 1 (of 3);pg43449.epub;Literary;Carter| Mary Elizabeth
The Gypsy Queen's Vow;pg43489.epub;Literary;Fleming| May Agnes
Flora Adair- Love Works Wonders. Vol. 1 (of 2);pg43498.epub;Literary;Donelan| A. M.
Flora Adair- Love Works Wonders. Vol. 2 (of 2);pg43499.epub;Literary;Donelan| A. M.
The Adventurers;pg43716.epub;Sea and Adventure;Aimard| Gustave
Munster Village;pg43743.epub;Literary;Hamilton| Lady Mary
The Prairie Flower: A Tale of the Indian Border;pg43925.epub;Western Stories;Aimard| Gustave
First Love: A Novel. Vol. 1 of 3;pg44018.epub;Literary;Loudon| Mrs.
The Eve of All-Hallows- Adelaide of Tyrconnel- v. 3 of 3;pg44264.epub;Literary;Hartstonge| Matthew Weld
Wanted: A Husband. A Novel;pg44326.epub;Literary;Adams| Samuel Hopkins
The Bee Hunters: A Tale of Adventure;pg44375.epub;Sea and Adventure;Aimard| Gustave
The Rebel Chief: A Tale of Guerilla Life;pg44421.epub;Literary;Aimard| Gustave
The Smuggler Chief: A Novel;pg44454.epub;Sea and Adventure;Aimard| Gustave
The Stoneground Ghost Tales - Compiled from the recollections of the reverend Roland Batchel- the vicar of the parish.;pg44581.epub;Ghost and Horror;Swain| E. G.
Held to Answer: A Novel;pg44633.epub;Literary;MacFarlane| Peter Clark
The Prodigal Village: A Christmas Tale;pg44796.epub;Christmas Stories;Bacheller| Irving
Little Golden's Daughter- The Dream of a Life Time;pg44803.epub;Literary;Miller| Mrs. Alex. McVeigh
Kathleen's Diamonds- She Loved a Handsome Actor;pg44819.epub;Literary;Miller| Mrs. Alex. McVeigh
Wild Margaret;pg44828.epub;Literary;Garvice| Charles
The Mark of Cain;pg44841.epub;Detective and Mystery;Wells| Carolyn
The Man Who Fell Through the Earth;pg44872.epub;Detective and Mystery;Wells| Carolyn
A Man's World;pg44878.epub;Literary;Edwards| Albert
The Mystery Girl;pg44984.epub;Detective and Mystery;Wells| Carolyn
A Mock Idyl;pg45042.epub;Literary;Ross| Percy
The Red River Half-Breed: A Tale of the Wild North-West;pg45047.epub;Western Stories;Aimard| Gustave
Farewell;pg45104.epub;Literary;Stacpoole| William Henry
The Guide of the Desert;pg45401.epub;Western Stories;Aimard| Gustave
The Insurgent Chief;pg45402.epub;Literary;Aimard| Gustave
The Flying Horseman;pg45403.epub;Literary;Aimard| Gustave
Deadwood Dick Jr. Branded- Red Rover at Powder Pocket.;pg45618.epub;Western Stories;Wheeler| Edward L.
The Curved Blades;pg45622.epub;Detective and Mystery;Wells| Carolyn
Stolen Idols;pg45636.epub;Detective and Mystery;Oppenheim| E. Phillips
The House on the Moor- v. 1-3;pg45816.epub;Literary;Oliphant| Mrs.
The House on the Moor- v. 2-3;pg45817.epub;Literary;Oliphant| Mrs.
The House on the Moor- v. 3-3;pg45818.epub;Literary;Oliphant| Mrs.
Pretty Geraldine- the New York Salesgirl- Wedded to Her Choice;pg45872.epub;Literary;Miller| Mrs. Alex. McVeigh
The Vanishing of Betty Varian;pg45912.epub;Detective and Mystery;Wells| Carolyn
The Room with the Tassels;pg46008.epub;Detective and Mystery;Wells| Carolyn
The Deep Lake Mystery;pg46064.epub;Detective and Mystery;Wells| Carolyn
The Romantic Lady;pg46217.epub;Literary;Arlen| Michael
The Good Time Coming;pg4632.epub;Literary;Arthur| T. S.
Uncle William: The Man Who Was Shif'less;pg4634.epub;Literary;Lee| Jennette
Harry Blount- the Detective- The Martin Mystery Solved;pg46402.epub;Detective and Mystery;Flanagan| T. J.
White Wolf's Law: A Western Story;pg46457.epub;Western Stories;Dunning| Hal
Alone;pg46505.epub;Literary;Harland| Marion
God's Good Man: A Simple Love Story;pg4653.epub;Love and Romance;Corelli| Marie
The Crime Club;pg46566.epub;Detective and Mystery;Holt-White| W.
At War with Society- Tales of the Outcasts;pg46623.epub;Detective and Mystery;M'Levy| James
Outpost;pg4676.epub;Literary;Austin| Jane G.
The Idol of the Blind: A Novel;pg47211.epub;Literary;Gallon| Tom
A Country Sweetheart;pg47282.epub;Literary;Russell| Dora
When Egypt Went Broke: A Novel;pg4733.epub;Literary;Day| Holman
Kate Vernon: A Tale. Vol. 1 (of 3);pg47338.epub;Literary;Alexander| Mrs.
At the Villa Rose;pg4745.epub;Detective and Mystery;Mason| A. E. W.
The Fiction Factory - Being the experience of a writer who- for twenty-two years- has kept a story-mill grinding successfully;pg47455.epub;Literary;Cook| William Wallace
Odette's Marriage - A Novel- from the French of Albert Delpit- Translated from the "Revue des Deux Mondes||" by Emily Prescott;pg47697.epub;Literary;Delpit| Albert
Sekhet;pg47744.epub;Literary;Miller| Irene
Mirk Abbey- Volume 1 (of 3);pg47771.epub;Literary;Payn| James
Mirk Abbey- Volume 2 (of 3);pg47772.epub;Literary;Payn| James
Mirk Abbey- Volume 3 (of 3);pg47773.epub;Literary;Payn| James
Half a Rogue;pg4790.epub;Literary;MacGrath| Harold
Dawn;pg4794.epub;Literary;Adams| Mrs. H. A.
The Circassian Slave- the Sultan's favorite : a story of Constantinople and the Caucasus;pg4795.epub;Literary;Ballou| Maturin Murray
A Life for a Life- Volume 1 (of 3);pg47997.epub;Literary;Craik| Dinah Maria Mulock
A Soldier's Daughter- and Other Stories;pg48297.epub;Sea and Adventure;Henty| G. A.
A Life for a Life- Volume 2 (of 3);pg48482.epub;Literary;Craik| Dinah Maria Mulock
A Life for a Life- Volume 3 (of 3);pg48483.epub;Literary;Craik| Dinah Maria Mulock
Tinman;pg48989.epub;Literary;Gallon| Tom
Hilda Wade- a Woman with Tenacity of Purpose;pg4903.epub;Literary;Allen| Grant
The Lilac Sunbonnet: A Love Story;pg4918.epub;Love and Romance;Crockett| S. R.
King Midas: a Romance;pg4923.epub;Literary;Sinclair| Upton
The Fashionable Adventures of Joshua Craig: A Novel;pg4929.epub;Sea and Adventure;Phillips| David Graham
The Spider and the Fly- An Undesired Love;pg49537.epub;Literary;Garvice| Charles
Leah Mordecai: A Novel;pg4955.epub;Literary;Abbott| Belle K.
Chetwynd Calverley - New Edition- 1877;pg49680.epub;Literary;Ainsworth| William Harrison
The Desultory Man - Collection of Ancient and Modern British Novels and Romances. Vol. CXLVII.;pg49718.epub;Literary;James| G. P. R.
The Forgery- Best Intentions.;pg50042.epub;Literary;James| G. P. R.
Desert Gold;pg502.epub;Western Stories;Grey| Zane
The Mystery of the Sycamore;pg50209.epub;Detective and Mystery;Wells| Carolyn
Leslie's Loyalty;pg50440.epub;Literary;Garvice| Charles
De L'Orme. - The Works of G. P. R. James- Esq.|| Vol. XVI.;pg50688.epub;Literary;James| G. P. R.
The Romance of Elaine - Sequel to "Exploits of Elaine";pg5094.epub;Detective and Mystery;Reeve| Arthur B.
Morley Ernstein- the Tenants of the Heart;pg51251.epub;Literary;James| G. P. R.
The Fate: A Tale of Stirring Times;pg51455.epub;Literary;James| G. P. R.
Margret Howth: A Story of To-day;pg515.epub;Literary;Davis| Rebecca Harding
The Exploits of Elaine;pg5151.epub;Detective and Mystery;Reeve| Arthur B.
Delaware- The Ruined Family. Vol. 1;pg51628.epub;Literary;James| G. P. R.
Delaware- The Ruined Family. Vol. 2;pg51629.epub;Literary;James| G. P. R.
Delaware- The Ruined Family. Vol. 3;pg51630.epub;Literary;James| G. P. R.
Innocent : her fancy and his fact;pg5165.epub;Love and Romance;Corelli| Marie
A Whim- and Its Consequences - Collection of British Authors Vol. CXIV;pg51715.epub;Literary;James| G. P. R.
Corpus of a Siam Mosquito;pg5176.epub;Literary;Sills| Steven
A Siren;pg5179.epub;Detective and Mystery;Trollope| Thomas Adolphus
Daireen. Volume 1 of 2;pg51936.epub;Literary;Moore| Frank Frankfort
Daireen. Volume 2 of 2;pg51937.epub;Literary;Moore| Frank Frankfort
Daireen. Complete;pg51938.epub;Literary;Moore| Frank Frankfort
Priscilla and Charybdis: A Story of Alternatives;pg51972.epub;Literary;Moore| Frank Frankfort
Well- After All;pg51988.epub;Literary;Moore| Frank Frankfort
The Confessions of Harry Lorrequer — Volume 1;pg5234.epub;Literary;Lever| Charles James
The Confessions of Harry Lorrequer — Volume 2;pg5235.epub;Literary;Lever| Charles James
The Confessions of Harry Lorrequer — Volume 3;pg5236.epub;Literary;Lever| Charles James
The Confessions of Harry Lorrequer — Volume 4;pg5237.epub;Literary;Lever| Charles James
The Confessions of Harry Lorrequer — Volume 5;pg5238.epub;Literary;Lever| Charles James
The Confessions of Harry Lorrequer — Volume 6;pg5239.epub;Literary;Lever| Charles James
The Confessions of Harry Lorrequer — Complete;pg5240.epub;Literary;Lever| Charles James
Youth- a Narrative;pg525.epub;Sea and Adventure;Conrad| Joseph
Kate Vernon: A Tale. Vol. 2 (of 3);pg53356.epub;Literary;Alexander| Mrs.
The Touch of Abner;pg53604.epub;Literary;Cody| H. A.
Kate Vernon: A Tale. Vol. 3 (of 3);pg53668.epub;Literary;Alexander| Mrs.
Baron Trigault's Vengeance;pg547.epub;Detective and Mystery;Gaboriau| Emile
At Last: A Novel;pg5622.epub;Literary;Harland| Marion
The Potato Child & Others;pg5662.epub;Christmas Stories;Woodbury| Lucia Prudence Hall
The Prose of Alfred Lichtenstein;pg5663.epub;Literary;Lichtenstein| Alfred
The Queen of Sheba- and My Cousin the Colonel;pg5705.epub;Literary;Aldrich| Thomas Bailey
The Flyers;pg5848.epub;Literary;McCutcheon| George Barr
Michael's Crag;pg5869.epub;Literary;Allen| Grant
Danny's Own Story;pg587.epub;Humorous and Wit and Satire;Marquis| Don
Celibates;pg6005.epub;Literary;Moore| George Augustus
Opening a Chestnut Burr;pg6028.epub;Literary;Roe| Edward Payson
Fran;pg6057.epub;Literary;Ellis| J. Breckenridge
Philistia;pg6060.epub;Literary;Allen| Grant
From Jest to Earnest;pg6102.epub;Literary;Roe| Edward Payson
Their Yesterdays;pg6105.epub;Love and Romance;Wright| Harold Bell
A Day of Fate;pg6113.epub;Love and Romance;Roe| Edward Payson
No Defense- Volume 1.;pg6292.epub;Literary;Parker| Gilbert
No Defense- Volume 2.;pg6293.epub;Literary;Parker| Gilbert
No Defense- Volume 3.;pg6294.epub;Literary;Parker| Gilbert
No Defense- Complete;pg6295.epub;Literary;Parker| Gilbert
Carnac's Folly- Volume 1.;pg6296.epub;Literary;Parker| Gilbert
Carnac's Folly- Volume 2.;pg6297.epub;Literary;Parker| Gilbert
Carnac's Folly- Volume 3.;pg6298.epub;Literary;Parker| Gilbert
Carnac's Folly- Complete;pg6299.epub;Literary;Parker| Gilbert
A Knight of the Nineteenth Century;pg6311.epub;Literary;Roe| Edward Payson
Self-Raised- From the Depths;pg6376.epub;Literary;Southworth| Emma Dorothy Eliza Nevitte
Once Aboard the Lugger-- The History of George and his Mary;pg6410.epub;Humorous and Wit and Satire;Hutchinson| A. S. M.
The Iron Woman;pg6474.epub;Literary;Deland| Margaret Wade Campbell
The Grey Lady;pg6517.epub;Literary;Merriman| Henry Seton
Any Coincidence Is - The Day Julia & Cecil the Cat Faced a Fate Worse Than Death;pg6526.epub;Literary;Callahan| Daniel
Si'Wren of the Patriarchs;pg6592.epub;Literary;Cheney| Roland Jon
The Doctor's Daughter;pg6809.epub;Literary;Vera|
Creatures That Once Were Men;pg681.epub;Literary;Gorky| Maksim
Average Jones;pg6864.epub;Detective and Mystery;Adams| Samuel Hopkins
The Happy Adventurers;pg6901.epub;Literary;Middleton| Lydia Miller
Aikenside;pg6954.epub;Literary;Holmes| Mary Jane
A Terrible Secret: A Novel;pg7063.epub;Literary;Fleming| May Agnes
Fanshawe;pg7085.epub;Literary;Hawthorne| Nathaniel
The Dolliver Romance;pg7119.epub;Literary;Hawthorne| Nathaniel
Linda Condon;pg7171.epub;Literary;Hergesheimer| Joseph
Doctor Grimshawe's Secret — a Romance;pg7183.epub;Literary;Hawthorne| Nathaniel
A Psychological Counter-Current in Recent Fiction;pg726.epub;Literary;Howells| William Dean
The Wishing-Ring Man;pg7424.epub;Literary;Widdemer| Margaret
Falkland- Book 1.;pg7757.epub;Literary;Lytton| Baron Edward Bulwer Lytton
Falkland- Book 2.;pg7758.epub;Literary;Lytton| Baron Edward Bulwer Lytton
Falkland- Book 3.;pg7759.epub;Literary;Lytton| Baron Edward Bulwer Lytton
Falkland- Book 4.;pg7760.epub;Literary;Lytton| Baron Edward Bulwer Lytton
Falkland- Complete;pg7761.epub;Literary;Lytton| Baron Edward Bulwer Lytton
Fan : The Story of a Young Girl's Life;pg7827.epub;Literary;Hudson| W. H.
The Rise of Iskander;pg7842.epub;Literary;Disraeli| Earl of Beaconsfield Benjamin
The Vision of Desire;pg7855.epub;Literary;Pedler| Margaret
An Ambitious Man;pg7866.epub;Literary;Wilcox| Ella Wheeler
A Fool for Love;pg8073.epub;Literary;Lynde| Francis
A Fountain Sealed;pg8087.epub;Literary;Sedgwick| Anne Douglas
The Misses Mallett (The Bridge Dividing);pg8131.epub;Literary;Young| E. H.
The Ghost of Guir House;pg8182.epub;Ghost and Horror;Beale| Charles Willing
Monsieur Maurice;pg8383.epub;Literary;Edwards| Amelia Ann Blanford
Ptomaine Street: The Tale of Warble Petticoat;pg8386.epub;Literary;Wells| Carolyn
The Gentleman: A Romance of the Sea;pg8396.epub;Sea and Adventure;Ollivant| Alfred
Young People's Pride: A Novel;pg8403.epub;Literary;Ben Stephen Vincent
Rest Harrow: A Comedy of Resolution;pg8464.epub;Literary;Hewlett| Maurice
The Puritans;pg8522.epub;Literary;Bates| Arlo
The Woman with the Fan;pg8549.epub;Literary;Hichens| Robert
The Far Horizon;pg8569.epub;Literary;Malet| Lucas
The Philistines;pg8570.epub;Literary;Bates| Arlo
The Wheel O' Fortune;pg8596.epub;Literary;Tracy| Louis
The Pagans;pg8671.epub;Literary;Bates| Arlo
The Living Link: A Novel;pg8711.epub;Literary;Mille| James De
The Brass Bowl;pg8741.epub;Literary;Vance| Louis Joseph
From One Generation to Another;pg8805.epub;Literary;Merriman| Henry Seton
Miss Theodosia's Heartstrings;pg8865.epub;Literary;Donnell| Annie Hamilton
A Love Story;pg8883.epub;Literary;Christie| William Harvey
Three Weeks;pg8899.epub;Love and Romance;Glyn| Elinor
The Golden Calf;pg9052.epub;Literary;Braddon| M. E.
Eleanor;pg9087.epub;Literary;Ward| Mrs. Humphry
The Bride of Dreams;pg9111.epub;Literary;Eeden| Frederik van
Henry Dunbar: A Novel;pg9189.epub;Literary;Braddon| M. E.
Charlotte's Inheritance;pg9259.epub;Literary;Braddon| M. E.
One Day's Courtship- and The Heralds of Fame;pg9305.epub;Literary;Barr| Robert
Hetty's Strange History;pg9311.epub;Literary;Jackson| Helen Hunt
Birds of Prey;pg9362.epub;Literary;Braddon| M. E.
A Woman Intervenes;pg9379.epub;Literary;Barr| Robert
Theresa Marchmont- the Maid of Honour: A Tale;pg9387.epub;Literary;Gore| Mrs.
Helen of the Old House;pg9410.epub;Literary;Wright| Harold Bell
The Ashiel mystery: A Detective Story;pg9746.epub;Detective and Mystery;Bryce| Mrs. Charles
The Fortune Hunter;pg9747.epub;Literary;Smith| Winchell| Vance| Louis Joseph
Scarhaven Keep;pg9807.epub;Detective and Mystery;Fletcher| J. S.
The Price of Things;pg9809.epub;Literary;Glyn| Elinor
The Brown Mask;pg9849.epub;Sea and Adventure;Brebner| Percy James
The Two Guardians - Home in This World;pg9926.epub;Literary;Yonge| Charlotte M.
The Bronze Bell;pg9927.epub;Sea and Adventure;Vance| Louis Joseph
Mr. Waddington of Wyck;pg9967.epub;Literary;Sinclair| May
Captivating Mary Carstairs;pg9993.epub;Literary;Harrison| Henry Sydnor
Persuasion;pg105JaneAusPersuatn.epub;Literary;Austen| Jane
Return of Sherlock Holmes;pg108DoyleReturnSherlk.epub;Detective and Mystery;Connan| Doyle
The Secret Adversary;pg1155Agatha2.epub;Detective and Mystery;Christie| Agatha
Alice's Adventures in Wonderland;pg11CarolAlice.epub;Literary;Carroll| Lewis
Through the Looking-Glass;pg12CarolGlassLook.epub;Literary;Carroll| Lewis
Pride and Prejudice;pg1342JaneAustenPP.epub;Literary;Austen| Jane
Mardi: and A Voyage Thither I;pg13720HermanVoyage1.epub;Sea and Adventure;Melville| Herman
Mardi: and A Voyage Thither ||;pg13721HermanVoyage2.epub;Sea and Adventure;Melville| Herman
Great Expectations;pg1400DickensGreatExp.epub;Literary;Dickens| Charles
Mansfield Park;pg141JaneAusMansPark.epub;Literary;Austen| Jane
Emma;pg158JaneAustenEmma.epub;Literary;Austen| Jane
Sense and Sensibility;pg161SJaneAusSensSensi.epub;Literary;Austen| Jane
A Christmas Carol;pg19337DickensChristCarl.epub;Christmas Stories;Dickens| Charles
The Sign of Four;pg2097DoyleSignFour.epub;Detective and Mystery;Connan| Doyle
The Works of Edgar Allan Poe I;pg2147EdgarPoe1.epub;Detective and Mystery;Poe| Edgar Allan
The Works of Edgar Allan Poe II;pg2148EdgarPoe2.epub;Detective and Mystery;Poe| Edgar Allan
The Works of Edgar Allan Poe III;pg2149EdgarPoe3.epub;Detective and Mystery;Poe| Edgar Allan
The Works of Edgar Allan Poe IV;pg2150EdgarPoe4.epub;Detective and Mystery;Poe| Edgar Allan
The Confidence-Man;pg21816HermanConfidence.epub;Literary;Melville| Herman
Five Tales;pg2684Galsw4.epub;Literary;Galsworthy| John
Moby Dick;pg2701HermanMobyDick.epub;Sea and Adventure;Melville| Herman
The Hound of the Baskervilles;pg2852DoyleHound.epub;Detective and Mystery;Connan| Doyle
A Tangled Tale;pg29042CarolTangTale.epub;Literary;Carroll| Lewis
Justice;pg2911Galsw2.epub;Literary;Galsworthy| John
The Little Man;pg2919Galsw5.epub;Literary;Galsworthy| John
Pierre or The Ambiguities;pg34970HermanPierre.epub;Literary;Melville| Herman
Omoo Adventures in the South Seas;pg4045HermanOmmo.epub;Sea and Adventure;Melville| Herman
The Forsyte Saga;pg4397Galsw1.epub;Literary;Galsworthy| John
The Game of Logic;pg4763CarolLogik.epub;Literary;Carroll| Lewis
Loyalties;pg4765Galsw3.epub;Literary;Galsworthy| John
Tales of Terror and Mystery;pg537DoyleTerrorTales.epub;Detective and Mystery;Connan| Doyle
Sylvie and Bruno;pg620CarolBruno.epub;Literary;Carroll| Lewis
Oliver Twist;pg730DickensOliverTw.epub;Literary;Dickens| Charles
David Copperfield;pg766DickensDavidCopfld.epub;Literary;Dickens| Charles
Hard Times;pg786DickensHardTimes.epub;Literary;Dickens| Charles
Memoirs of Shelock Holmes;pg834DoyleMemoirsSherlk.epub;Detective and Mystery;Connan| Doyle
The Mysterious Affair at Styles;pg863Agatha1.epub;Detective and Mystery;Christie| Agatha
A Tale of Two Cities;pg98DickensTaleCities.epub;Literary;Dickens| Charles
